Date,Channel,Campaign,Region,Audience,Budget,Impressions,Clicks,Conversions,Revenue,CTR,CVR,CPC,ROAS,ROI,Month,Month_Num,Quarter
2024-05-16,SEO,Black Friday,West,25-34,4767,537008,21051,1448,103949.85,3.92,6.88,0.23,21.81,2080.6,May,5,Q2
2024-05-17,Social Media,Spring Launch,Central,55+,6814,451323,26599,1068,42871.6,5.89,4.02,0.26,6.29,529.2,May,5,Q2
2024-05-17,Google Ads,Black Friday,Central,18-24,10331,1166627,55356,3477,328505.28,4.74,6.28,0.19,31.8,3079.8,May,5,Q2
2024-05-18,Email,Summer Sale,West,18-24,1317,242626,38197,2868,216267.88,15.74,7.51,0.03,164.21,16321.3,May,5,Q2
2024-05-18,Social Media,Brand Awareness,East,18-24,3536,443000,14844,676,140943.56,3.35,4.55,0.24,39.86,3886.0,May,5,Q2
2024-05-18,Google Ads,Brand Awareness,Central,25-34,5335,1489103,61566,3577,577206.41,4.13,5.81,0.09,108.19,10719.2,May,5,Q2
2024-05-19,Social Media,Spring Launch,West,25-34,2588,650990,40497,2125,101719.06,6.22,5.25,0.06,39.3,3830.4,May,5,Q2
2024-05-19,SEO,Summer Sale,Central,25-34,3738,1105507,53287,3317,441560.96,4.82,6.22,0.07,118.13,11712.8,May,5,Q2
2024-05-19,Email,Brand Awareness,East,25-34,576,127417,17855,1396,277817.46,14.01,7.82,0.03,482.32,48132.2,May,5,Q2
2024-05-20,SEO,New Year,North,35-44,3701,490257,14725,1148,263001.71,3.0,7.8,0.25,71.06,7006.2,May,5,Q2
2024-05-20,Social Media,New Year,West,35-44,4063,321047,16407,583,96333.57,5.11,3.55,0.25,23.71,2271.0,May,5,Q2
2024-05-20,Google Ads,Summer Sale,North,25-34,4441,1087093,49390,2925,447226.09,4.54,5.92,0.09,100.7,9970.4,May,5,Q2
2024-05-21,Email,New Year,Central,45-54,1036,178970,29470,2388,263832.97,16.47,8.1,0.04,254.67,25366.5,May,5,Q2
2024-05-21,Email,Brand Awareness,South,35-44,2057,236953,35387,2776,388681.86,14.93,7.84,0.06,188.96,18795.6,May,5,Q2
2024-05-21,Social Media,New Year,West,55+,7446,1429224,72288,2432,240207.32,5.06,3.36,0.1,32.26,3126.0,May,5,Q2
2024-05-21,Influencer,Spring Launch,South,18-24,5748,302557,23687,1234,132858.31,7.83,5.21,0.24,23.11,2211.4,May,5,Q2
2024-05-22,Email,Black Friday,West,45-54,1533,223378,32713,2728,162452.14,14.64,8.34,0.05,105.97,10497.0,May,5,Q2
2024-05-22,Social Media,Spring Launch,Central,45-54,3530,349071,19662,765,144351.28,5.63,3.89,0.18,40.89,3989.3,May,5,Q2
2024-05-22,Social Media,Spring Launch,North,35-44,6114,1012445,67549,3570,830946.77,6.67,5.29,0.09,135.91,13490.9,May,5,Q2
2024-05-22,SEO,New Year,East,55+,3920,904814,37892,2549,171809.75,4.19,6.73,0.1,43.83,4282.9,May,5,Q2
2024-05-22,Influencer,New Year,West,35-44,3718,728451,70368,3847,413854.19,9.66,5.47,0.05,111.31,11031.1,May,5,Q2
2024-05-22,Social Media,Black Friday,North,18-24,5720,1028564,69365,2503,187364.92,6.74,3.61,0.08,32.76,3175.6,May,5,Q2
2024-05-22,SEO,Summer Sale,Central,55+,3933,268950,12969,907,185415.55,4.82,6.99,0.3,47.14,4614.4,May,5,Q2
2024-05-22,Google Ads,Black Friday,East,45-54,6102,1669869,67930,4569,410107.37,4.07,6.73,0.09,67.21,6620.9,May,5,Q2
2024-05-22,Email,Summer Sale,Central,35-44,2922,780259,115459,9235,677703.21,14.8,8.0,0.03,231.93,23093.1,May,5,Q2
2024-05-23,Social Media,Black Friday,North,25-34,6422,1876388,98450,3127,626065.51,5.25,3.18,0.07,97.49,9648.8,May,5,Q2
2024-05-24,Google Ads,Brand Awareness,West,35-44,2992,362452,10061,589,39490.23,2.78,5.85,0.3,13.2,1219.9,May,5,Q2
2024-05-24,Social Media,Summer Sale,North,18-24,1133,158347,11165,455,94792.51,7.05,4.08,0.1,83.67,8266.5,May,5,Q2
2024-05-24,Social Media,Brand Awareness,East,18-24,4680,913206,56282,1955,335486.32,6.16,3.47,0.08,71.69,7068.5,May,5,Q2
2024-05-25,Influencer,Summer Sale,East,18-24,4255,1074585,69477,3338,643250.81,6.47,4.8,0.06,151.18,15017.5,May,5,Q2
2024-05-25,Email,Summer Sale,West,35-44,1081,266413,43053,3266,746627.45,16.16,7.59,0.03,690.68,68968.2,May,5,Q2
2024-05-25,Email,Summer Sale,West,25-34,2712,751181,110410,9491,1185638.19,14.7,8.6,0.02,437.18,43618.2,May,5,Q2
2024-05-26,Google Ads,Summer Sale,West,18-24,11977,2612578,94250,5808,898294.51,3.61,6.16,0.13,75.0,7400.2,May,5,Q2
2024-05-26,Influencer,New Year,Central,35-44,4386,766784,63423,3552,604754.12,8.27,5.6,0.07,137.88,13688.3,May,5,Q2
2024-05-26,SEO,Spring Launch,North,55+,3788,923298,45193,3032,613218.32,4.89,6.71,0.08,161.88,16088.4,May,5,Q2
2024-05-27,Social Media,Summer Sale,Central,35-44,3077,500782,32280,1387,66969.01,6.45,4.3,0.1,21.76,2076.4,May,5,Q2
2024-05-28,Email,Brand Awareness,East,55+,2753,675387,100491,8140,784945.1,14.88,8.1,0.03,285.12,28412.4,May,5,Q2
2024-05-29,Google Ads,New Year,West,35-44,8142,1333929,35430,2040,228426.75,2.66,5.76,0.23,28.06,2705.5,May,5,Q2
2024-05-29,Email,Brand Awareness,East,25-34,678,116894,18494,1421,195385.01,15.82,7.68,0.04,288.18,28717.8,May,5,Q2
2024-05-30,SEO,Black Friday,South,25-34,3430,406931,22009,1526,379092.14,5.41,6.93,0.16,110.52,10952.2,May,5,Q2
2024-05-30,Social Media,New Year,South,25-34,4730,594590,35433,1726,100460.94,5.96,4.87,0.13,21.24,2023.9,May,5,Q2
2024-05-30,Email,New Year,North,18-24,1479,368144,62870,5322,546328.36,17.08,8.47,0.02,369.39,36839.0,May,5,Q2
2024-05-31,SEO,New Year,North,25-34,2444,526820,29372,2191,247033.01,5.58,7.46,0.08,101.08,10007.7,May,5,Q2
2024-05-31,Google Ads,Black Friday,East,35-44,12759,745049,45308,2500,472207.05,6.08,5.52,0.28,37.01,3601.0,May,5,Q2
2024-05-31,Email,Spring Launch,East,35-44,875,129310,18137,1431,160720.55,14.03,7.89,0.05,183.68,18268.1,May,5,Q2
2024-06-01,Google Ads,Spring Launch,West,45-54,7213,1848757,67441,3826,635122.32,3.65,5.67,0.11,88.05,8705.2,Jun,6,Q2
2024-06-01,Social Media,Brand Awareness,South,25-34,5221,1095246,63969,3086,192305.26,5.84,4.82,0.08,36.83,3583.3,Jun,6,Q2
2024-06-01,Email,Spring Launch,North,18-24,1864,96281,16069,1197,189321.82,16.69,7.45,0.12,101.57,10056.8,Jun,6,Q2
2024-06-02,Social Media,New Year,East,45-54,4035,602218,40738,1706,201598.61,6.76,4.19,0.1,49.96,4896.2,Jun,6,Q2
2024-06-02,Google Ads,Brand Awareness,North,35-44,12410,2698659,66771,4104,343109.2,2.47,6.15,0.19,27.65,2664.8,Jun,6,Q2
2024-06-02,SEO,New Year,Central,18-24,3156,246834,11436,775,183445.94,4.63,6.78,0.28,58.13,5712.6,Jun,6,Q2
2024-06-03,Google Ads,New Year,Central,35-44,2436,331885,12617,710,53302.71,3.8,5.63,0.19,21.88,2088.1,Jun,6,Q2
2024-06-03,Influencer,Spring Launch,North,25-34,6244,1774340,157862,8776,1832589.56,8.9,5.56,0.04,293.5,29249.6,Jun,6,Q2
2024-06-03,Google Ads,New Year,North,45-54,14930,3112535,124697,7812,1007743.53,4.01,6.26,0.12,67.5,6649.8,Jun,6,Q2
2024-06-03,Influencer,Black Friday,North,35-44,17061,2086830,213399,11219,2174721.74,10.23,5.26,0.08,127.47,12646.7,Jun,6,Q2
2024-06-04,Google Ads,Black Friday,East,35-44,5893,867502,41511,2322,167547.84,4.79,5.59,0.14,28.43,2743.2,Jun,6,Q2
2024-06-04,Influencer,Brand Awareness,North,18-24,3860,769990,56530,3219,384765.91,7.34,5.69,0.07,99.68,9868.0,Jun,6,Q2
2024-06-05,Social Media,Black Friday,West,55+,7841,1683194,122570,4770,600687.47,7.28,3.89,0.06,76.61,7560.9,Jun,6,Q2
2024-06-05,Google Ads,Summer Sale,West,25-34,3204,627301,21888,1168,167453.37,3.49,5.34,0.15,52.26,5126.4,Jun,6,Q2
2024-06-05,Social Media,Brand Awareness,Central,18-24,7563,1584789,75729,3041,609846.96,4.78,4.02,0.1,80.64,7963.6,Jun,6,Q2
2024-06-05,Email,Brand Awareness,West,25-34,1088,214065,33606,2850,271401.86,15.7,8.48,0.03,249.45,24845.0,Jun,6,Q2
2024-06-06,Influencer,Brand Awareness,West,25-34,10796,2955724,232202,10175,874991.39,7.86,4.38,0.05,81.05,8004.8,Jun,6,Q2
2024-06-06,Influencer,Summer Sale,South,55+,6267,427680,35898,1828,301117.76,8.39,5.09,0.17,48.05,4704.8,Jun,6,Q2
2024-06-07,Social Media,Black Friday,West,45-54,3880,600663,31228,1217,239167.39,5.2,3.9,0.12,61.64,6064.1,Jun,6,Q2
2024-06-07,Social Media,Black Friday,East,55+,3792,860382,41000,1674,122188.26,4.77,4.08,0.09,32.22,3122.3,Jun,6,Q2
2024-06-08,Social Media,Spring Launch,West,35-44,1690,411326,26319,1057,185978.91,6.4,4.02,0.06,110.05,10904.7,Jun,6,Q2
2024-06-08,Influencer,New Year,West,55+,11118,1919532,160482,8633,381673.52,8.36,5.38,0.07,34.33,3332.9,Jun,6,Q2
2024-06-08,Google Ads,Spring Launch,East,18-24,12340,1109673,72456,4750,272221.74,6.53,6.56,0.17,22.06,2106.0,Jun,6,Q2
2024-06-09,SEO,Brand Awareness,South,35-44,1578,470581,18787,1423,340418.09,3.99,7.57,0.08,215.73,21472.8,Jun,6,Q2
2024-06-09,SEO,Brand Awareness,West,35-44,4264,507042,18791,1487,361611.12,3.71,7.91,0.23,84.81,8380.6,Jun,6,Q2
2024-06-09,Social Media,New Year,West,35-44,5110,708101,34959,1271,277448.19,4.94,3.64,0.15,54.3,5329.5,Jun,6,Q2
2024-06-09,Email,Black Friday,Central,18-24,2431,448870,65697,5530,900221.44,14.64,8.42,0.04,370.31,36930.9,Jun,6,Q2
2024-06-10,Google Ads,Brand Awareness,West,18-24,9606,2012323,95731,5360,512692.92,4.76,5.6,0.1,53.37,5237.2,Jun,6,Q2
2024-06-10,Influencer,Spring Launch,West,35-44,18747,3969676,293946,13441,2325728.27,7.4,4.57,0.06,124.06,12305.9,Jun,6,Q2
2024-06-10,Google Ads,Spring Launch,Central,55+,11975,1555515,64982,4038,888791.4,4.18,6.21,0.18,74.22,7322.1,Jun,6,Q2
2024-06-10,Email,Brand Awareness,East,25-34,556,126741,21094,1793,121389.23,16.64,8.5,0.03,218.33,21732.6,Jun,6,Q2
2024-06-10,Google Ads,Spring Launch,Central,25-34,12461,2001162,83862,4742,460499.1,4.19,5.65,0.15,36.96,3595.5,Jun,6,Q2
2024-06-11,Google Ads,Black Friday,North,35-44,5460,630031,31013,1814,105209.34,4.92,5.85,0.18,19.27,1826.9,Jun,6,Q2
2024-06-12,Google Ads,New Year,Central,55+,3275,836428,40506,2379,586940.4,4.84,5.87,0.08,179.22,17821.8,Jun,6,Q2
2024-06-13,Google Ads,New Year,Central,18-24,13513,1690817,12859,779,57768.98,0.76,6.06,1.05,4.28,327.5,Jun,6,Q2
2024-06-14,Google Ads,Summer Sale,East,55+,7928,885141,27232,1643,210137.72,3.08,6.03,0.29,26.51,2550.6,Jun,6,Q2
2024-06-14,Email,Brand Awareness,East,35-44,1017,294078,44205,3582,818707.79,15.03,8.1,0.02,805.02,80402.2,Jun,6,Q2
2024-06-15,Social Media,New Year,East,25-34,3423,1004843,47371,2144,464249.17,4.71,4.53,0.07,135.63,13462.6,Jun,6,Q2
2024-06-15,Email,Brand Awareness,East,18-24,2485,400775,58912,4615,281102.86,14.7,7.83,0.04,113.12,11212.0,Jun,6,Q2
2024-06-16,Google Ads,Summer Sale,Central,18-24,12344,2247099,51474,3315,736293.6,2.29,6.44,0.24,59.65,5864.8,Jun,6,Q2
2024-06-16,SEO,Black Friday,North,35-44,4956,267185,13742,849,63892.65,5.14,6.18,0.36,12.89,1189.2,Jun,6,Q2
2024-06-16,SEO,New Year,East,35-44,1359,260199,11657,815,173622.37,4.48,6.99,0.12,127.76,12675.7,Jun,6,Q2
2024-06-17,Email,Spring Launch,South,25-34,1626,104770,16170,1269,50942.14,15.43,7.85,0.1,31.33,3033.0,Jun,6,Q2
2024-06-18,Social Media,Brand Awareness,Central,55+,2407,629850,39555,1688,205093.39,6.28,4.27,0.06,85.21,8420.7,Jun,6,Q2
2024-06-18,Influencer,Brand Awareness,West,35-44,16461,1841623,167203,7397,1231612.48,9.08,4.42,0.1,74.82,7382.0,Jun,6,Q2
2024-06-18,Email,Spring Launch,West,18-24,1237,185729,27102,2406,450679.69,14.59,8.88,0.05,364.33,36333.3,Jun,6,Q2
2024-06-18,Google Ads,Summer Sale,North,18-24,9048,596624,33197,2028,471747.42,5.56,6.11,0.27,52.14,5113.8,Jun,6,Q2
2024-06-18,Email,Spring Launch,Central,25-34,2559,475747,74861,5790,1003087.3,15.74,7.73,0.03,391.98,39098.4,Jun,6,Q2
2024-06-19,Influencer,Black Friday,East,55+,5248,1385664,112225,5075,862887.41,8.1,4.52,0.05,164.42,16342.2,Jun,6,Q2
2024-06-19,SEO,Black Friday,South,18-24,2614,701293,28307,2174,470098.53,4.04,7.68,0.09,179.84,17883.9,Jun,6,Q2
2024-06-20,Google Ads,Brand Awareness,North,18-24,9532,1089809,59051,3850,293772.65,5.42,6.52,0.16,30.82,2982.0,Jun,6,Q2
2024-06-20,SEO,Summer Sale,Central,25-34,2562,611303,34288,2288,106411.61,5.61,6.67,0.07,41.53,4053.5,Jun,6,Q2
2024-06-21,Social Media,New Year,South,18-24,7195,501719,24201,1076,89800.78,4.82,4.45,0.3,12.48,1148.1,Jun,6,Q2
2024-06-21,Google Ads,Black Friday,South,18-24,6961,422100,13344,759,161221.96,3.16,5.69,0.52,23.16,2216.1,Jun,6,Q2
2024-06-21,Social Media,Summer Sale,Central,18-24,2126,284212,17219,745,134913.82,6.06,4.33,0.12,63.46,6245.9,Jun,6,Q2
2024-06-21,Social Media,New Year,Central,55+,7708,755253,46849,2293,110394.95,6.2,4.89,0.16,14.32,1332.2,Jun,6,Q2
2024-06-22,Email,Spring Launch,North,18-24,1726,503425,76229,5801,1061708.85,15.14,7.61,0.02,615.13,61412.7,Jun,6,Q2
2024-06-22,Social Media,Brand Awareness,North,45-54,7990,997220,53284,2065,188649.74,5.34,3.88,0.15,23.61,2261.1,Jun,6,Q2
2024-06-23,Social Media,Brand Awareness,South,55+,7216,1582359,88873,3598,271601.49,5.62,4.05,0.08,37.64,3663.9,Jun,6,Q2
2024-06-23,SEO,Spring Launch,South,45-54,1109,322878,15089,1130,237020.0,4.67,7.49,0.07,213.72,21272.4,Jun,6,Q2
2024-06-23,Google Ads,Summer Sale,South,35-44,7446,1397691,53661,3347,616446.76,3.84,6.24,0.14,82.79,8178.9,Jun,6,Q2
2024-06-23,Influencer,Brand Awareness,West,18-24,11831,3325429,275186,13372,2311775.86,8.28,4.86,0.04,195.4,19440.0,Jun,6,Q2
2024-06-23,Google Ads,Spring Launch,East,55+,11874,1644294,86032,5254,882149.34,5.23,6.11,0.14,74.29,7329.3,Jun,6,Q2
2024-06-24,SEO,New Year,West,35-44,2354,408367,21107,1589,174194.88,5.17,7.53,0.11,74.0,7300.0,Jun,6,Q2
2024-06-25,Google Ads,Summer Sale,North,25-34,4973,1070337,54730,2999,563366.02,5.11,5.48,0.09,113.28,11228.5,Jun,6,Q2
2024-06-25,Social Media,Spring Launch,Central,25-34,3308,584368,28662,949,135129.99,4.9,3.31,0.12,40.85,3984.9,Jun,6,Q2
2024-06-25,Influencer,New Year,East,18-24,16631,2579309,193347,10719,783299.67,7.5,5.54,0.09,47.1,4609.9,Jun,6,Q2
2024-06-26,SEO,Spring Launch,East,35-44,1574,220327,10926,698,148747.48,4.96,6.39,0.14,94.5,9350.3,Jun,6,Q2
2024-06-27,Influencer,New Year,East,35-44,7445,743487,56203,2380,433656.25,7.56,4.23,0.13,58.25,5724.8,Jun,6,Q2
2024-06-28,Social Media,New Year,West,25-34,1308,76158,4777,240,51579.67,6.27,5.02,0.27,39.43,3843.4,Jun,6,Q2
2024-06-28,Social Media,Black Friday,North,18-24,5893,877981,44155,1860,354435.84,5.03,4.21,0.13,60.15,5914.5,Jun,6,Q2
2024-06-28,SEO,Summer Sale,East,18-24,4433,449286,25322,1855,417637.55,5.64,7.33,0.18,94.21,9321.1,Jun,6,Q2
2024-06-29,Email,New Year,West,18-24,2660,658829,109750,9343,382968.03,16.66,8.51,0.02,143.97,14297.3,Jun,6,Q2
2024-06-29,Social Media,New Year,West,35-44,2815,484077,21661,851,199333.91,4.47,3.93,0.13,70.81,6981.1,Jun,6,Q2
2024-06-30,Social Media,New Year,Central,45-54,7315,733057,46945,1374,91877.0,6.4,2.93,0.16,12.56,1156.0,Jun,6,Q2
2024-06-30,SEO,Black Friday,Central,55+,1731,152841,6625,479,29232.51,4.33,7.23,0.26,16.89,1588.8,Jun,6,Q2
2024-06-30,Google Ads,Summer Sale,Central,25-34,9237,778301,22130,1265,183321.4,2.84,5.72,0.42,19.85,1884.6,Jun,6,Q2
2024-06-30,Email,New Year,Central,35-44,504,121348,17293,1334,145046.82,14.25,7.71,0.03,287.79,28679.1,Jun,6,Q2
2024-07-02,Social Media,Brand Awareness,West,45-54,3278,229516,11402,499,53875.66,4.97,4.38,0.29,16.44,1543.6,Jul,7,Q3
2024-07-02,Influencer,Black Friday,Central,35-44,8709,691093,62134,3149,164705.79,8.99,5.07,0.14,18.91,1791.2,Jul,7,Q3
2024-07-03,Email,New Year,North,55+,2347,462705,68604,5735,691329.02,14.83,8.36,0.03,294.56,29355.9,Jul,7,Q3
2024-07-04,Google Ads,Spring Launch,West,18-24,9213,1145714,46267,2933,425027.87,4.04,6.34,0.2,46.13,4513.3,Jul,7,Q3
2024-07-04,Email,Brand Awareness,West,45-54,1850,127206,18680,1594,353671.22,14.68,8.53,0.1,191.17,19017.4,Jul,7,Q3
2024-07-04,SEO,Summer Sale,Central,25-34,1958,287727,18472,1218,269072.32,6.42,6.59,0.11,137.42,13642.2,Jul,7,Q3
2024-07-04,Influencer,Brand Awareness,South,45-54,18473,4243569,352867,17555,1191404.42,8.32,4.97,0.05,64.49,6349.4,Jul,7,Q3
2024-07-05,Google Ads,Brand Awareness,West,55+,14657,3221103,134570,8542,2021298.45,4.18,6.35,0.11,137.91,13690.7,Jul,7,Q3
2024-07-05,SEO,Black Friday,West,55+,3452,779769,40571,2730,622741.95,5.2,6.73,0.09,180.4,17940.0,Jul,7,Q3
2024-07-05,Social Media,Brand Awareness,West,55+,5600,1222899,72417,2922,357174.47,5.92,4.03,0.08,63.78,6278.1,Jul,7,Q3
2024-07-07,Email,Black Friday,Central,25-34,2836,194241,32303,2672,363632.48,16.63,8.27,0.09,128.22,12722.0,Jul,7,Q3
2024-07-07,Google Ads,Black Friday,West,45-54,4471,712105,20168,1377,137513.51,2.83,6.83,0.22,30.76,2975.7,Jul,7,Q3
2024-07-08,Social Media,Summer Sale,West,45-54,4039,854145,58384,2567,119435.42,6.84,4.4,0.07,29.57,2857.1,Jul,7,Q3
2024-07-08,Influencer,Summer Sale,North,35-44,19862,2840332,229929,12447,2981720.63,8.1,5.41,0.09,150.12,14912.2,Jul,7,Q3
2024-07-08,SEO,Black Friday,West,55+,3127,507233,27528,1924,344578.1,5.43,6.99,0.11,110.19,10919.4,Jul,7,Q3
2024-07-08,Influencer,Spring Launch,South,45-54,6602,1409004,108975,5194,801687.35,7.73,4.77,0.06,121.43,12043.1,Jul,7,Q3
2024-07-10,Google Ads,Spring Launch,North,35-44,14235,3427508,117192,6194,650868.28,3.42,5.29,0.12,45.72,4472.3,Jul,7,Q3
2024-07-10,Email,Brand Awareness,West,35-44,2081,503060,77123,5252,542775.08,15.33,6.81,0.03,260.82,25982.4,Jul,7,Q3
2024-07-11,Influencer,Brand Awareness,East,18-24,8201,1295446,82903,4318,180788.52,6.4,5.21,0.1,22.04,2104.5,Jul,7,Q3
2024-07-12,SEO,Black Friday,West,55+,3650,976408,61963,4293,1039687.84,6.35,6.93,0.06,284.85,28384.6,Jul,7,Q3
2024-07-13,Influencer,Black Friday,Central,55+,4691,569460,48054,2340,259572.88,8.44,4.87,0.1,55.33,5433.4,Jul,7,Q3
2024-07-13,Social Media,Black Friday,South,25-34,2855,377960,21348,888,204569.06,5.65,4.16,0.13,71.65,7065.3,Jul,7,Q3
2024-07-13,Influencer,Summer Sale,South,18-24,13306,1883891,168386,8020,1803106.66,8.94,4.76,0.08,135.51,13451.1,Jul,7,Q3
2024-07-13,Email,Black Friday,North,45-54,2695,311510,47809,3862,737413.78,15.35,8.08,0.06,273.62,27262.3,Jul,7,Q3
2024-07-13,Influencer,Black Friday,West,45-54,15044,1633550,132584,6676,362085.57,8.12,5.04,0.11,24.07,2306.8,Jul,7,Q3
2024-07-13,Influencer,Brand Awareness,Central,55+,12000,1234251,92524,4976,737476.23,7.5,5.38,0.13,61.46,6045.6,Jul,7,Q3
2024-07-13,Google Ads,Black Friday,West,18-24,9205,2265295,99912,7005,591166.0,4.41,7.01,0.09,64.22,6322.2,Jul,7,Q3
2024-07-13,Email,Summer Sale,East,45-54,661,36179,5715,438,45473.58,15.8,7.66,0.12,68.8,6779.5,Jul,7,Q3
2024-07-13,SEO,Spring Launch,South,45-54,4042,875855,44148,2795,456887.94,5.04,6.33,0.09,113.04,11203.5,Jul,7,Q3
2024-07-13,Email,Summer Sale,North,45-54,2625,489217,71934,6081,602188.38,14.7,8.45,0.04,229.41,22840.5,Jul,7,Q3
2024-07-14,Email,Brand Awareness,East,18-24,2145,378317,60314,4594,859619.03,15.94,7.62,0.04,400.75,39975.5,Jul,7,Q3
2024-07-14,Social Media,New Year,South,35-44,3188,885237,44234,1525,308700.72,5.0,3.45,0.07,96.83,9583.2,Jul,7,Q3
2024-07-15,Google Ads,New Year,North,18-24,13624,1257719,51791,3355,440956.31,4.12,6.48,0.26,32.37,3136.6,Jul,7,Q3
2024-07-15,Social Media,Black Friday,East,45-54,6422,1402680,102138,4282,436144.76,7.28,4.19,0.06,67.91,6691.4,Jul,7,Q3
2024-07-16,Social Media,Black Friday,North,55+,5159,815919,37905,1481,101888.58,4.65,3.91,0.14,19.75,1875.0,Jul,7,Q3
2024-07-16,Influencer,Summer Sale,East,18-24,15265,3368719,286999,14776,3597010.46,8.52,5.15,0.05,235.64,23463.8,Jul,7,Q3
2024-07-18,Google Ads,Black Friday,South,18-24,13917,1213901,52802,2692,499820.58,4.35,5.1,0.26,35.91,3491.4,Jul,7,Q3
2024-07-18,Google Ads,Spring Launch,North,35-44,9138,2072428,107812,6484,1107740.6,5.2,6.01,0.08,121.22,12022.4,Jul,7,Q3
2024-07-18,Google Ads,Black Friday,West,35-44,14765,2774504,141206,8824,540099.33,5.09,6.25,0.1,36.58,3558.0,Jul,7,Q3
2024-07-18,Google Ads,Black Friday,North,55+,14920,1310838,40895,2527,347271.98,3.12,6.18,0.36,23.28,2227.6,Jul,7,Q3
2024-07-20,Social Media,Brand Awareness,North,35-44,7227,1597242,82957,3461,342198.75,5.19,4.17,0.09,47.35,4635.0,Jul,7,Q3
2024-07-21,Influencer,Summer Sale,Central,45-54,10362,1836031,174276,8928,870873.6,9.49,5.12,0.06,84.04,8304.5,Jul,7,Q3
2024-07-21,Google Ads,Black Friday,West,55+,7374,621762,27218,1303,179646.66,4.38,4.79,0.27,24.36,2336.2,Jul,7,Q3
2024-07-22,Email,Summer Sale,East,25-34,1990,437648,64682,5563,1287379.68,14.78,8.6,0.03,646.92,64592.4,Jul,7,Q3
2024-07-23,Influencer,Summer Sale,North,55+,18810,5641095,492462,25573,3583529.37,8.73,5.19,0.04,190.51,18951.2,Jul,7,Q3
2024-07-23,Email,Brand Awareness,South,35-44,2489,668060,86134,7039,1168792.59,12.89,8.17,0.03,469.58,46858.3,Jul,7,Q3
2024-07-23,Google Ads,Black Friday,North,25-34,13213,1742252,80569,4930,752705.55,4.62,6.12,0.16,56.97,5596.7,Jul,7,Q3
2024-07-23,Email,Brand Awareness,West,45-54,2358,458814,68896,5177,558876.05,15.02,7.51,0.03,237.01,23601.3,Jul,7,Q3
2024-07-23,SEO,Summer Sale,West,18-24,1833,300977,14971,1113,167566.81,4.97,7.43,0.12,91.42,9041.7,Jul,7,Q3
2024-07-24,Influencer,Black Friday,West,35-44,11386,3297563,268512,13223,663837.73,8.14,4.92,0.04,58.3,5730.3,Jul,7,Q3
2024-07-24,Email,Brand Awareness,South,45-54,1060,61366,9635,823,34297.31,15.7,8.54,0.11,32.36,3135.6,Jul,7,Q3
2024-07-24,SEO,New Year,East,55+,2760,377723,19506,1356,179900.59,5.16,6.95,0.14,65.18,6418.1,Jul,7,Q3
2024-07-25,Influencer,Black Friday,East,55+,14985,4247125,271702,14328,860699.74,6.4,5.27,0.06,57.44,5643.7,Jul,7,Q3
2024-07-25,Social Media,New Year,West,18-24,4151,974778,42173,1615,357262.2,4.33,3.83,0.1,86.07,8506.7,Jul,7,Q3
2024-07-25,Google Ads,New Year,West,18-24,5485,556839,15988,932,210554.88,2.87,5.83,0.34,38.39,3738.7,Jul,7,Q3
2024-07-26,Social Media,Spring Launch,South,18-24,2935,342899,15598,524,47103.23,4.55,3.36,0.19,16.05,1504.9,Jul,7,Q3
2024-07-26,Social Media,Black Friday,Central,55+,7923,2012018,120940,3782,920960.05,6.01,3.13,0.07,116.24,11523.9,Jul,7,Q3
2024-07-26,Social Media,New Year,East,55+,7624,1332871,100438,4658,1021920.26,7.54,4.64,0.08,134.04,13304.0,Jul,7,Q3
2024-07-27,Social Media,Summer Sale,Central,18-24,2794,572585,31752,1169,116063.51,5.55,3.68,0.09,41.54,4054.0,Jul,7,Q3
2024-07-27,Social Media,Spring Launch,South,35-44,4901,987231,62214,2610,250483.45,6.3,4.2,0.08,51.11,5010.9,Jul,7,Q3
2024-07-27,Influencer,New Year,West,35-44,3307,941625,77447,4306,229996.88,8.22,5.56,0.04,69.55,6854.8,Jul,7,Q3
2024-07-27,Email,Spring Launch,West,18-24,1830,106974,16799,1336,72240.87,15.7,7.95,0.11,39.48,3847.6,Jul,7,Q3
2024-07-27,SEO,Summer Sale,Central,18-24,4385,837371,56593,3941,373281.43,6.76,6.96,0.08,85.13,8412.7,Jul,7,Q3
2024-07-28,Email,Spring Launch,South,25-34,2579,538689,88260,7289,446604.32,16.38,8.26,0.03,173.17,17217.0,Jul,7,Q3
2024-07-28,Email,Brand Awareness,North,25-34,2867,776782,119329,9458,2329502.82,15.36,7.93,0.02,812.52,81152.3,Jul,7,Q3
2024-07-29,Social Media,Spring Launch,East,18-24,6038,425483,22874,909,197704.22,5.38,3.97,0.26,32.74,3174.3,Jul,7,Q3
2024-07-29,Google Ads,New Year,South,45-54,11626,1958237,100412,5844,685001.15,5.13,5.82,0.12,58.92,5792.0,Jul,7,Q3
2024-07-30,Google Ads,New Year,North,18-24,3786,396026,14883,1004,218637.13,3.76,6.75,0.25,57.75,5674.9,Jul,7,Q3
2024-07-31,Email,Brand Awareness,Central,45-54,585,37839,5435,393,91166.78,14.36,7.23,0.11,155.84,15484.1,Jul,7,Q3
2024-07-31,Google Ads,Spring Launch,West,45-54,14360,3759208,236603,13583,2174253.35,6.29,5.74,0.06,151.41,15041.0,Jul,7,Q3
